"sexe","age","revenu","region","conjoint","anneeclient","semainedernier","montantdernier","montantunan","achatunan","yachat","ymontant","train","test"
1,32,1,3,1,2,3,7,113,20,1,58,0,1
0,29,2,4,1,9.8,6,8,107,17,0,NA,0,1
0,32,3,1,1,7.9,7,5,117,20,0,NA,0,1
0,26,2,4,0,6.6,4,6,33,12,1,70,0,1
0,22,2,1,1,3.7,3,4,104,22,0,NA,0,1
1,35,1,4,0,5.7,7,2,24,7,0,NA,0,1
1,32,1,5,0,3,2,15,76,7,0,NA,0,1
0,37,2,1,1,4.3,8,7,111,12,1,77,0,1
1,30,1,5,0,5.8,1,2,30,10,1,67,0,1
0,33,3,1,0,1.7,5,2,56,15,0,NA,0,1
0,31,2,4,1,9.7,19,3,57,15,0,NA,0,1
1,39,1,1,0,4.7,12,3,121,25,0,NA,0,1
1,31,1,2,0,7.6,6,3,63,22,0,NA,0,1
1,55,2,2,1,2.3,3,4,78,17,0,NA,0,1
1,33,2,3,1,5.1,35,2,24,10,1,92,0,1
0,25,1,2,0,4.4,1,7,48,17,0,NA,0,1
1,39,2,5,0,9.6,10,3,75,15,0,NA,0,1
0,28,3,4,1,7.8,2,5,138,12,1,87,0,1
0,25,2,1,0,6.8,10,5,127,17,0,NA,0,1
1,36,2,4,0,6.5,8,8,95,17,0,NA,0,1
1,26,3,4,1,7.8,6,6,59,17,1,90,0,1
1,21,1,4,0,2.6,3,5,31,12,1,51,0,1
1,40,1,1,0,10,5,4,27,7,0,NA,0,1
1,24,1,5,0,3.9,8,2,144,22,0,NA,0,1
0,47,2,2,0,10.9,18,3,60,10,0,NA,0,1
1,33,1,3,0,9.6,9,3,73,12,1,73,0,1
0,28,2,1,0,5.2,2,2,146,17,0,NA,0,1
0,32,2,3,0,4.9,11,4,27,10,0,NA,0,1
1,41,2,5,0,9.5,3,7,40,7,0,NA,0,1
0,34,2,1,1,6.5,3,6,129,17,0,NA,0,1
1,25,1,1,1,6.2,7,7,176,20,1,76,0,1
0,43,2,3,0,9.9,2,3,66,12,0,NA,0,1
0,28,3,2,0,4.1,6,3,29,17,0,NA,0,1
0,34,3,1,1,3.9,2,6,50,17,0,NA,0,1
0,31,3,1,1,7.3,2,4,163,20,0,NA,0,1
1,54,2,3,1,5.3,5,6,28,7,0,NA,0,1
0,24,2,3,1,3.3,5,7,197,22,0,NA,0,1
0,51,3,2,1,8,10,3,93,12,0,NA,0,1
0,44,2,1,0,3.2,2,2,54,10,0,NA,0,1
0,44,3,3,0,9.5,11,4,70,17,0,NA,0,1
0,30,3,1,1,10,5,6,31,10,0,NA,0,1
1,35,1,5,0,7.8,1,6,46,22,0,NA,0,1
1,32,2,1,0,4.6,7,8,42,10,0,NA,0,1
0,29,3,2,0,10.8,52,3,23,7,0,NA,0,1
0,36,3,4,1,7.4,1,2,23,12,0,NA,0,1
0,30,3,3,1,10.2,1,3,64,15,0,NA,0,1
0,43,3,4,1,3.8,8,3,79,25,0,NA,0,1
1,28,1,4,0,3.2,4,8,28,5,1,52,0,1
0,45,3,1,1,7.7,11,5,52,15,0,NA,0,1
1,49,2,1,1,8.9,11,4,38,12,0,NA,0,1
1,33,1,2,0,10.7,4,4,72,10,1,82,0,1
1,35,2,4,0,5.8,19,6,23,5,0,NA,0,1
1,29,1,2,1,5.6,1,5,53,12,0,NA,0,1
0,32,1,5,0,7.1,16,5,90,15,1,56,0,1
1,31,1,3,0,6.3,3,10,48,10,1,61,0,1
0,23,2,3,0,4.4,6,2,20,12,0,NA,0,1
1,34,1,5,0,3.4,7,6,41,12,1,53,0,1
1,35,1,4,1,5.2,2,3,44,12,0,NA,0,1
0,33,2,4,0,3.1,7,19,66,7,1,69,0,1
0,41,1,4,0,5.4,21,3,81,12,0,NA,0,1
0,31,3,2,1,4.7,42,8,35,5,1,84,0,1
0,32,1,4,0,4.1,2,3,53,20,0,NA,0,1
0,46,2,3,0,7.4,4,3,15,5,1,67,0,1
0,23,2,2,0,3.7,2,2,178,25,0,NA,0,1
1,43,1,4,0,5.2,26,2,18,10,0,NA,0,1
1,54,2,3,0,2.4,5,3,249,28,0,NA,0,1
1,27,1,4,0,2,1,3,75,17,1,48,0,1
0,30,2,1,0,7.2,10,3,109,25,0,NA,0,1
1,27,1,4,0,8.1,1,6,81,10,1,62,0,1
1,61,1,5,1,9.8,15,3,36,12,0,NA,0,1
0,32,2,4,1,4,26,4,180,17,0,NA,0,1
1,42,2,5,1,5.1,7,2,14,7,0,NA,0,1
1,35,1,2,0,9.4,11,4,58,10,1,75,0,1
0,44,3,3,0,7,34,2,28,12,0,NA,0,1
0,36,1,5,0,2.5,1,2,101,17,0,NA,0,1
0,39,3,2,0,1.1,3,3,42,10,0,NA,0,1
1,53,2,4,0,10.5,6,3,80,20,0,NA,0,1
1,38,2,4,0,3,15,10,56,7,1,69,0,1
0,24,1,3,0,6.1,15,4,28,5,1,59,0,1
0,45,2,2,0,7.8,11,5,15,2,0,NA,0,1
1,39,2,3,1,5.7,6,2,41,10,0,NA,0,1
0,49,2,3,0,7.4,2,4,65,12,0,NA,0,1
0,39,3,1,1,4.4,3,7,43,15,0,NA,0,1
0,26,1,1,0,4.1,1,8,84,12,1,46,0,1
1,30,1,5,1,3.3,1,5,30,10,1,69,0,1
0,27,2,3,0,7.3,18,8,79,10,0,NA,0,1
1,25,1,3,0,6.7,5,5,15,2,0,NA,0,1
1,45,2,4,0,10.4,11,2,33,10,0,NA,0,1
0,30,3,1,1,8.4,10,2,93,20,0,NA,0,1
1,36,1,5,0,7.3,6,2,104,12,1,66,0,1
0,36,2,1,0,7.2,17,6,43,17,0,NA,0,1
0,38,3,1,1,2.1,16,4,41,7,0,NA,0,1
1,28,2,5,0,3.1,5,8,48,7,1,64,0,1
0,28,2,4,1,2.9,21,4,40,12,0,NA,0,1
0,25,3,1,0,2.7,7,7,75,10,1,62,0,1
0,32,3,1,1,6,12,9,51,10,0,NA,0,1
1,45,2,4,0,2.5,9,10,127,20,0,NA,0,1
0,26,3,4,0,5.3,20,13,47,7,1,76,0,1
0,25,1,4,0,2.8,1,11,65,15,0,NA,0,1
1,34,1,5,0,7.3,11,8,61,17,1,58,0,1
1,37,1,3,0,4.6,4,6,29,7,0,NA,0,1
0,25,3,1,1,2,10,2,22,5,0,NA,0,1
1,22,1,5,0,4,8,6,49,22,1,49,0,1
0,27,2,3,0,1.1,1,3,29,15,0,NA,0,1
0,30,1,3,0,8.3,7,2,29,20,0,NA,0,1
0,22,3,3,0,1.2,26,2,19,7,1,68,0,1
1,45,1,5,0,9.4,1,11,65,5,1,64,0,1
1,31,2,3,0,7.4,8,2,54,15,1,75,0,1
1,51,1,4,1,7.8,17,2,73,17,0,NA,0,1
1,40,1,5,1,9.9,2,11,59,15,1,80,0,1
0,27,2,4,0,4.3,35,7,69,12,1,71,0,1
1,55,3,3,1,5.8,3,6,88,15,0,NA,0,1
1,46,1,3,0,10.8,14,6,58,10,0,NA,0,1
0,27,2,4,0,7.1,8,9,123,20,0,NA,0,1
0,29,2,3,1,7,19,3,94,17,1,92,0,1
0,38,2,3,0,2.4,25,4,63,7,0,NA,0,1
1,63,2,2,1,7.9,10,6,81,20,0,NA,0,1
0,35,2,4,1,6.7,6,4,55,22,0,NA,0,1
1,43,3,5,1,9.8,15,3,19,7,0,NA,0,1
0,36,3,4,1,2.8,52,3,30,5,1,83,0,1
1,43,2,5,0,1.1,4,2,20,10,0,NA,0,1
1,51,2,3,1,6.4,18,5,183,15,0,NA,0,1
0,26,3,3,0,4.9,7,3,52,20,0,NA,0,1
0,44,3,4,1,1.7,5,3,55,10,0,NA,0,1
0,39,3,1,1,4.9,9,2,55,20,0,NA,0,1
1,38,1,3,0,10.1,1,5,76,7,0,NA,0,1
1,40,1,4,0,4.4,11,3,29,10,0,NA,0,1
0,39,2,3,0,10.9,11,7,49,7,1,84,0,1
0,34,2,2,1,10.7,24,6,210,12,0,NA,0,1
1,50,3,5,1,2.1,1,10,75,15,0,NA,0,1
0,29,2,4,0,6.2,10,3,34,7,0,NA,0,1
0,34,2,1,1,10.6,1,2,32,15,0,NA,0,1
1,46,1,5,1,6.5,1,5,76,10,0,NA,0,1
1,43,2,3,0,7.1,31,3,53,10,0,NA,0,1
0,29,3,1,1,10,9,4,56,20,0,NA,0,1
0,45,2,1,0,2.9,47,2,16,7,0,NA,0,1
0,35,3,3,1,6,4,3,87,22,0,NA,0,1
1,37,2,5,0,1.3,1,6,57,17,0,NA,0,1
1,30,2,5,0,6.4,11,3,105,17,0,NA,0,1
0,30,2,4,0,3.3,23,4,57,10,0,NA,0,1
0,44,2,2,1,2.8,5,2,116,20,0,NA,0,1
0,20,3,3,0,1.1,21,3,33,10,1,60,0,1
0,40,3,1,1,8,21,13,91,15,0,NA,0,1
0,27,1,1,0,4.7,10,3,26,12,0,NA,0,1
0,33,2,2,0,9.6,2,2,81,17,0,NA,0,1
1,38,3,1,1,7.2,4,7,181,17,0,NA,0,1
1,37,2,2,0,7.2,17,4,74,20,0,NA,0,1
1,39,1,3,0,5.7,22,2,27,5,0,NA,0,1
0,30,3,3,1,6.6,27,4,128,15,0,NA,0,1
1,37,2,5,1,7,40,7,25,5,1,95,0,1
0,25,3,1,1,5.5,2,6,165,10,0,NA,0,1
1,29,2,4,0,9.3,7,3,63,20,1,79,0,1
1,70,1,5,0,7.8,5,3,184,20,0,NA,0,1
1,41,1,3,0,1.8,4,9,89,12,0,NA,0,1
0,25,3,2,0,3.9,7,2,40,20,0,NA,0,1
1,27,1,3,0,1.4,20,9,51,20,1,44,0,1
0,30,2,1,0,2.8,16,10,51,15,0,NA,0,1
1,28,1,2,0,6.5,1,5,100,20,1,56,0,1
0,47,2,1,0,8.4,15,2,16,5,0,NA,0,1
1,28,1,3,0,3.6,43,4,13,2,0,NA,0,1
0,38,3,2,1,10.2,14,2,90,15,0,NA,0,1
1,35,1,5,0,5.3,13,2,63,7,0,NA,0,1
1,38,2,5,1,3.5,17,6,25,5,1,81,0,1
0,29,3,1,1,10.2,2,3,35,17,0,NA,0,1
1,26,1,3,0,3.1,1,4,27,12,1,54,0,1
1,36,1,5,0,10.1,5,4,72,22,0,NA,0,1
1,26,1,1,0,7.2,20,9,52,7,1,65,0,1
1,40,1,5,0,9.9,3,2,57,12,0,NA,0,1
1,26,1,3,0,6.3,11,3,50,12,1,66,0,1
0,31,3,3,0,7,7,6,62,7,1,66,0,1
0,38,3,1,1,1.3,20,3,78,20,0,NA,0,1
1,42,1,2,0,6.5,9,2,38,10,0,NA,0,1
1,33,2,2,1,9.7,6,3,22,7,0,NA,0,1
1,37,3,3,0,7.1,15,6,73,33,0,NA,0,1
1,50,1,5,0,5.9,7,15,45,2,1,51,0,1
1,29,2,5,0,5.7,1,4,29,7,1,71,0,1
0,33,1,5,0,9.1,4,9,63,25,0,NA,0,1
1,25,2,5,0,3.8,4,9,71,7,1,68,0,1
1,67,1,2,1,2.5,7,3,57,10,0,NA,0,1
1,29,1,5,0,7.6,14,2,56,15,1,67,0,1
0,56,3,1,1,9.1,5,4,43,15,0,NA,0,1
0,46,2,1,0,10.5,7,4,70,15,0,NA,0,1
0,40,2,1,0,10.3,8,12,47,5,1,77,0,1
0,40,2,4,0,3.8,18,5,43,12,0,NA,0,1
1,23,1,4,1,3.3,2,2,59,15,1,70,0,1
0,37,2,3,0,2.5,6,3,76,10,0,NA,0,1
0,31,1,1,0,9.1,17,10,90,15,1,58,0,1
1,51,1,5,1,10.1,2,2,117,22,0,NA,0,1
1,47,2,5,1,9.9,13,6,72,15,0,NA,0,1
1,29,1,3,0,9.9,2,5,93,22,0,NA,0,1
0,30,2,1,0,1.5,36,2,204,22,0,NA,0,1
0,38,1,2,0,5,20,7,99,12,0,NA,0,1
0,61,2,3,1,4.8,7,4,149,25,0,NA,0,1
1,52,2,4,1,1.6,2,5,30,10,0,NA,0,1
1,42,2,4,1,7.6,5,2,44,22,0,NA,0,1
1,43,1,5,0,4.7,5,6,54,15,0,NA,0,1
1,40,3,3,1,6.9,5,3,69,22,0,NA,0,1
1,31,1,3,0,6.5,18,2,365,15,0,NA,0,1
1,27,1,2,0,3.9,15,3,87,17,0,NA,0,1
1,38,3,4,0,8.4,10,4,114,25,0,NA,0,1
0,38,1,5,0,9,10,2,46,22,0,NA,0,1
0,28,1,1,0,1.4,4,5,36,10,0,NA,0,1
0,23,2,4,0,4.3,11,4,86,10,1,68,0,1
0,33,2,5,0,5.1,5,4,32,7,1,64,0,1
0,34,3,2,0,6,13,6,109,12,1,67,0,1
0,29,1,2,0,8.1,22,2,48,15,0,NA,0,1
0,20,2,1,0,1.3,5,2,47,15,0,NA,0,1
1,30,2,3,0,7.6,4,2,30,15,1,71,0,1
0,32,2,1,0,9.9,7,2,13,7,0,NA,0,1
0,27,3,1,0,1,4,4,47,17,0,NA,0,1
1,38,1,5,0,8.2,5,2,19,10,0,NA,0,1
0,25,2,2,0,2.9,7,2,327,30,0,NA,0,1
1,56,2,3,1,3,7,3,386,20,0,NA,0,1
1,32,1,3,0,9.4,18,3,48,17,1,78,0,1
1,36,2,5,1,7,48,3,9,2,0,NA,0,1
0,27,2,3,0,8.2,1,5,33,7,1,74,0,1
1,45,1,4,0,3.4,2,11,63,12,0,NA,0,1
1,38,1,5,0,9.1,1,2,99,20,0,NA,0,1
1,37,1,2,1,4.3,4,7,103,17,0,NA,0,1
1,28,3,2,1,9.1,15,9,39,5,1,99,0,1
0,36,2,3,0,3.9,1,8,56,10,0,NA,0,1
0,28,1,4,0,9,38,9,39,5,1,69,0,1
0,28,2,4,0,6.2,8,5,27,10,1,72,0,1
1,29,1,1,0,3.5,3,8,45,10,1,58,0,1
1,32,2,5,1,9.2,23,5,55,15,0,NA,0,1
0,30,2,3,0,9.1,1,7,92,17,0,NA,0,1
1,33,1,5,1,2.6,19,3,89,12,0,NA,0,1
0,47,2,3,0,11,8,10,92,17,0,NA,0,1
0,22,1,4,0,2.6,3,5,78,10,1,59,0,1
0,44,1,3,0,6.6,32,3,15,5,0,NA,0,1
1,28,1,5,1,7.8,2,4,85,15,0,NA,0,1
0,39,1,2,0,8.1,23,5,25,5,1,67,0,1
0,39,3,1,0,7.5,28,2,30,12,0,NA,0,1
1,53,1,5,1,10.1,4,3,58,10,0,NA,0,1
1,35,1,5,0,10.1,5,8,110,20,1,66,0,1
1,38,1,5,0,9.7,5,2,48,15,0,NA,0,1
0,29,3,1,1,2.1,46,4,15,5,1,80,0,1
1,31,2,2,1,7.6,30,2,55,10,0,NA,0,1
0,40,3,3,1,9.3,9,9,76,17,0,NA,0,1
0,44,3,4,0,5.4,6,2,28,15,0,NA,0,1
1,52,2,2,1,6.9,8,3,134,22,0,NA,0,1
0,55,3,1,1,1.3,19,9,55,12,0,NA,0,1
1,56,1,2,0,7.7,7,2,76,10,0,NA,0,1
1,50,1,3,0,6.9,16,3,23,5,0,NA,0,1
1,32,2,4,1,8.9,16,9,39,5,1,97,0,1
0,59,2,3,1,7.1,6,6,99,17,0,NA,0,1
1,30,1,4,0,7,11,11,178,20,1,54,0,1
0,25,3,1,0,1.2,32,2,36,17,0,NA,0,1
0,54,2,2,0,4.8,11,6,35,12,0,NA,0,1
0,36,3,1,0,1.4,13,5,134,15,0,NA,0,1
0,33,1,5,0,4.7,31,6,48,7,1,57,0,1
1,43,3,2,1,8.4,13,3,131,17,0,NA,0,1
0,25,2,1,0,4.5,25,5,36,7,1,66,0,1
0,26,2,4,0,6.2,3,2,84,22,0,NA,0,1
0,26,2,1,0,5.4,16,3,23,10,0,NA,0,1
0,31,1,1,0,5.4,6,3,34,10,0,NA,0,1
1,39,1,4,0,2.8,1,3,40,15,0,NA,0,1
1,37,1,5,0,2.2,10,2,40,10,0,NA,0,1
0,51,2,3,1,6.5,3,2,41,17,0,NA,0,1
1,35,1,5,0,3.2,2,4,34,17,0,NA,0,1
1,29,1,5,0,8.3,11,2,34,15,1,74,0,1
0,48,3,4,1,10.8,14,7,36,5,1,91,0,1
1,38,3,2,1,6.9,2,2,26,10,0,NA,0,1
0,23,3,3,1,2.8,17,5,87,17,0,NA,0,1
1,34,1,3,0,3.1,2,4,27,5,0,NA,0,1
0,34,3,3,1,8,11,3,47,17,0,NA,0,1
0,40,3,1,1,3.6,7,4,52,22,0,NA,0,1
1,26,1,3,0,7,22,5,27,5,1,57,0,1
0,29,2,3,0,9.6,10,2,41,10,1,69,0,1
1,57,1,4,1,3.2,6,5,78,17,0,NA,0,1
0,26,3,3,0,7.5,4,2,70,20,0,NA,0,1
0,31,2,3,0,8.1,3,2,183,28,0,NA,0,1
1,39,1,5,0,3.8,1,4,94,17,0,NA,0,1
0,24,1,1,0,5.5,11,4,184,33,0,NA,0,1
0,31,3,3,1,10.2,16,3,114,20,0,NA,0,1
0,27,3,1,0,3.7,6,21,116,22,1,64,0,1
1,20,2,2,0,1.4,3,2,69,25,1,54,0,1
0,26,2,3,0,7.4,12,3,49,7,1,70,0,1
0,37,1,4,0,9,3,3,28,10,0,NA,0,1
0,42,2,2,1,10.3,3,2,123,15,0,NA,0,1
0,42,2,4,1,9.8,16,4,54,10,1,95,0,1
0,25,2,1,0,6.9,5,10,56,12,0,NA,0,1
0,40,3,1,1,2.5,16,4,151,15,0,NA,0,1
1,37,2,1,1,3.5,16,2,45,17,0,NA,0,1
0,35,2,1,0,5.1,9,4,42,22,0,NA,0,1
0,45,3,1,1,4,11,2,16,5,0,NA,0,1
0,42,2,1,0,8.4,4,2,100,20,0,NA,0,1
1,47,2,5,0,5.2,7,9,36,5,0,NA,0,1
1,52,1,5,1,8.9,7,4,50,20,0,NA,0,1
0,56,3,3,1,2.8,17,3,51,12,0,NA,0,1
1,43,1,3,0,2.3,15,2,36,12,0,NA,0,1
1,34,2,5,0,1.1,5,17,64,7,1,61,0,1
0,31,2,2,0,3.2,12,3,115,10,1,64,0,1
0,29,1,4,1,3.3,7,6,81,10,1,74,0,1
0,36,3,4,0,9.2,11,8,77,10,0,NA,0,1
1,35,1,3,0,9.8,33,2,41,15,0,NA,0,1
0,34,2,2,0,9.5,6,2,45,12,0,NA,0,1
1,54,2,1,0,6.5,4,3,27,10,0,NA,0,1
1,37,1,5,0,7.3,4,16,141,10,1,57,0,1
0,23,3,5,1,4.3,3,2,66,12,0,NA,0,1
1,64,2,5,1,4.7,11,2,69,7,0,NA,0,1
1,33,2,2,1,10.3,5,5,36,20,0,NA,0,1
1,44,2,1,1,10.2,9,3,56,20,0,NA,0,1
0,35,3,3,0,1.1,6,2,138,15,0,NA,0,1
0,36,3,2,1,3.8,46,2,14,5,0,NA,0,1
0,44,3,3,1,8.9,10,6,43,10,0,NA,0,1
0,35,3,1,1,1.1,16,10,49,10,1,82,0,1
0,31,3,4,0,6.1,3,2,126,17,0,NA,0,1
1,44,2,5,1,2.7,7,5,23,7,0,NA,0,1
1,34,1,4,1,6.3,2,6,57,10,0,NA,0,1
1,51,3,3,1,8.1,5,2,81,30,0,NA,0,1
0,27,2,4,0,5.1,15,4,27,5,1,72,0,1
0,27,3,1,1,4.7,7,7,73,20,0,NA,0,1
0,32,3,3,0,9.7,1,5,67,10,1,74,0,1
1,46,1,3,0,2.5,20,4,39,12,0,NA,0,1
1,44,1,3,0,7.2,2,25,92,10,1,44,0,1
1,50,2,3,1,1.4,13,6,348,20,0,NA,0,1
0,28,3,2,1,9.2,11,2,45,12,0,NA,0,1
1,45,3,3,1,9.6,1,4,27,10,0,NA,0,1
1,40,1,5,1,7.4,7,8,48,12,0,NA,0,1
1,48,1,5,0,2.8,3,2,23,15,0,NA,0,1
0,30,3,1,1,7.9,1,6,51,17,0,NA,0,1
1,30,1,3,0,6.5,16,4,66,10,1,62,0,1
0,36,3,2,1,3.9,10,9,78,7,1,82,0,1
0,38,3,1,1,7.2,1,4,25,7,0,NA,0,1
1,53,1,5,0,9,3,2,24,10,0,NA,0,1
1,36,2,2,1,1.2,1,3,73,12,0,NA,0,1
1,54,1,5,1,7.5,12,7,70,10,0,NA,0,1
0,40,2,3,0,4.5,1,2,23,15,1,52,0,1
0,47,2,5,0,5,1,2,56,20,0,NA,0,1
1,34,2,1,0,2.4,6,2,122,17,0,NA,0,1
0,27,1,5,0,2.4,33,3,186,17,1,58,0,1
0,45,3,1,1,6.5,2,2,102,20,0,NA,0,1
0,20,3,3,0,1.8,8,2,88,20,0,NA,0,1
1,42,2,2,1,5.8,1,4,65,10,0,NA,0,1
1,37,1,4,0,8,2,9,260,17,0,NA,0,1
1,36,1,5,0,3.1,25,5,19,5,1,56,0,1
0,33,2,3,0,10.1,17,4,135,12,0,NA,0,1
1,35,3,4,0,8,2,4,57,20,0,NA,0,1
0,29,2,2,0,2.7,15,7,169,12,1,64,0,1
0,46,3,2,1,5,17,9,46,7,1,85,0,1
0,28,2,1,0,8,37,2,207,12,0,NA,0,1
0,25,2,2,0,1.8,7,6,41,12,0,NA,0,1
0,40,3,5,1,10.6,2,11,100,28,0,NA,0,1
0,26,3,3,1,6.8,13,2,78,15,0,NA,0,1
0,27,1,3,0,2.6,9,5,151,25,0,NA,0,1
0,28,2,1,1,6.5,1,5,141,20,0,NA,0,1
0,28,3,4,0,3,1,4,18,5,0,NA,0,1
1,51,2,5,1,8.4,1,4,71,15,0,NA,0,1
1,40,3,5,1,1.4,3,4,154,15,0,NA,0,1
1,57,3,5,1,1.1,11,4,61,12,0,NA,0,1
1,49,1,5,0,3.1,1,13,65,7,0,NA,0,1
0,28,2,5,1,5.6,1,3,19,7,0,NA,0,1
0,35,3,3,1,7.6,16,6,46,7,1,89,0,1
0,37,3,3,1,1.3,4,5,66,15,0,NA,0,1
1,52,1,5,0,2.9,21,6,78,10,0,NA,0,1
1,25,1,5,0,6.7,2,2,121,10,1,71,0,1
0,44,2,2,1,2.6,1,2,79,20,0,NA,0,1
1,60,2,4,1,2.9,2,5,20,5,0,NA,0,1
1,45,3,5,1,9.7,3,5,67,20,0,NA,0,1
0,36,3,1,0,6.9,4,4,32,7,0,NA,0,1
1,27,1,1,0,8.5,6,9,56,10,1,72,0,1
1,38,1,5,0,4.3,25,6,33,5,1,58,0,1
0,36,3,1,0,7.2,2,6,29,10,0,NA,0,1
1,29,1,5,0,8.9,1,2,65,12,0,NA,0,1
1,40,3,5,1,4.5,17,4,81,12,0,NA,0,1
0,35,1,5,0,1.2,3,3,125,17,0,NA,0,1
0,23,2,3,1,4.3,4,4,31,12,0,NA,0,1
1,47,1,4,0,7.9,14,4,28,15,0,NA,0,1
0,47,1,3,0,1.2,16,3,15,5,0,NA,0,1
1,41,1,5,0,9,5,2,98,12,0,NA,0,1
1,31,1,2,0,9.6,15,2,20,12,1,75,0,1
0,26,2,2,0,5.4,3,6,92,22,0,NA,0,1
1,39,2,5,1,3.1,16,2,42,17,0,NA,0,1
1,37,1,3,0,5.9,29,2,126,15,0,NA,0,1
0,29,1,1,0,3.6,3,4,338,22,0,NA,0,1
1,49,1,3,1,5,22,2,34,12,0,NA,0,1
0,43,3,1,1,3.8,6,6,87,12,0,NA,0,1
1,52,1,3,1,2.4,12,5,39,5,0,NA,0,1
0,37,2,5,1,8.1,19,6,36,15,0,NA,0,1
0,36,1,5,1,6.8,8,5,62,20,0,NA,0,1
1,28,1,2,1,4.4,7,9,75,20,0,NA,0,1
1,47,1,2,0,4.7,2,4,127,15,0,NA,0,1
0,35,3,1,1,9.6,15,14,150,15,1,98,0,1
0,32,1,5,0,4.2,18,2,28,5,0,NA,0,1
1,35,2,5,0,9.3,4,4,59,15,0,NA,0,1
0,45,2,4,1,6.5,11,3,45,12,0,NA,0,1
0,37,3,1,1,1,27,4,62,17,0,NA,0,1
1,51,3,3,1,1.1,6,3,27,10,0,NA,0,1
1,40,3,3,1,4.8,15,5,30,7,1,90,0,1
1,44,1,5,1,9.3,7,4,40,12,0,NA,0,1
1,38,2,3,1,7.5,5,8,74,7,0,NA,0,1
0,23,2,1,0,3,7,2,45,10,0,NA,0,1
0,37,1,5,0,7.9,15,6,134,20,0,NA,0,1
1,29,1,5,0,5.2,12,20,80,15,1,39,0,1
0,41,2,2,0,9.3,6,2,73,15,0,NA,0,1
1,29,1,5,0,2.5,25,4,86,17,1,52,0,1
0,24,1,1,0,4.3,2,3,62,12,0,NA,0,1
0,35,3,1,1,3.6,12,6,39,7,1,75,0,1
1,32,2,5,0,7.2,1,8,33,5,1,76,0,1
0,25,3,1,0,2,1,5,46,10,0,NA,0,1
1,38,3,5,1,1.4,1,2,45,17,0,NA,0,1
0,24,1,1,0,6,2,4,88,17,0,NA,0,1
1,25,2,4,0,6.8,3,3,16,7,0,NA,0,1
1,43,2,1,0,8.2,16,8,61,7,0,NA,0,1
0,48,2,1,1,6.5,30,2,12,5,0,NA,0,1
1,47,1,2,0,10.1,2,10,72,17,0,NA,0,1
1,54,1,3,1,9.7,1,2,61,17,0,NA,0,1
0,30,1,1,0,7.5,3,4,116,28,0,NA,0,1
1,65,1,5,0,3.3,1,2,121,28,0,NA,0,1
0,38,3,1,1,5,6,3,107,20,0,NA,0,1
0,27,3,1,0,7,5,2,39,15,0,NA,0,1
0,26,3,3,1,4.4,22,3,27,5,1,74,0,1
0,36,2,1,0,2.1,3,9,71,15,0,NA,0,1
1,47,1,4,1,5.3,27,4,159,22,0,NA,0,1
0,42,3,2,1,3.5,17,4,190,17,0,NA,0,1
0,30,3,3,1,5.3,12,3,39,12,0,NA,0,1
0,36,3,2,0,1.1,7,8,192,17,0,NA,0,1
1,31,1,2,0,3,1,2,32,15,0,NA,0,1
1,31,1,4,0,1.7,9,2,57,12,1,49,0,1
1,47,1,2,0,4.6,40,2,6,2,0,NA,0,1
0,30,1,3,0,5.2,7,2,143,20,0,NA,0,1
0,29,3,1,0,6.9,8,8,57,20,0,NA,0,1
1,38,2,4,0,5.4,2,11,86,17,0,NA,0,1
1,62,1,4,1,2.2,1,3,231,28,0,NA,0,1
0,30,1,3,0,10.8,7,4,131,17,0,NA,0,1
1,58,1,5,0,6.9,2,2,24,15,0,NA,0,1
0,24,3,4,0,4,17,3,244,20,0,NA,0,1
0,24,1,2,0,3.2,2,8,75,12,1,38,0,1
0,43,3,1,1,5.5,23,4,60,15,0,NA,0,1
0,44,3,2,1,1.6,12,3,44,5,1,70,0,1
1,41,2,5,1,3.1,3,2,39,15,0,NA,0,1
0,59,2,1,1,4,5,2,33,10,0,NA,0,1
0,23,3,2,1,1.4,6,6,69,17,0,NA,0,1
0,45,3,4,1,6.6,1,2,98,15,0,NA,0,1
1,47,2,4,1,6.8,9,4,68,10,0,NA,0,1
1,30,2,1,0,5.3,23,4,65,7,0,NA,0,1
1,27,1,5,0,7,16,2,18,7,1,70,0,1
0,30,2,3,0,6.9,7,4,422,28,0,NA,0,1
1,54,1,5,0,3.6,1,11,94,17,0,NA,0,1
0,57,3,5,1,3,9,5,313,17,0,NA,0,1
0,31,2,3,1,7,4,6,84,22,0,NA,0,1
0,40,1,2,0,3.5,17,4,65,10,1,57,0,1
1,60,2,5,1,1.6,22,4,56,7,0,NA,0,1
1,60,3,3,1,10.4,2,6,84,20,0,NA,0,1
0,28,2,3,1,8.7,10,3,29,15,1,84,0,1
1,55,3,5,1,3.5,34,2,18,7,0,NA,0,1
1,43,2,1,1,2.8,13,2,51,12,0,NA,0,1
0,41,1,3,0,4.7,2,6,66,15,0,NA,0,1
0,23,1,1,0,3.6,6,3,19,7,0,NA,0,1
1,34,2,3,0,6.7,3,2,101,22,1,64,0,1
0,30,3,1,0,8.8,5,4,42,20,0,NA,0,1
0,27,2,2,0,6.2,5,4,94,15,1,62,0,1
1,39,2,5,1,6.7,23,13,79,12,0,NA,0,1
0,36,3,4,1,5.8,6,4,177,22,0,NA,0,1
1,37,3,5,1,2.4,1,5,85,15,0,NA,0,1
